2	01/09/2020	POZ
1	04/09/2020	POZ
5	07/09/2020	POZ
2	08/09/2020	POZ
1	09/09/2020	POZ
3	10/09/2020	POZ
4	11/09/2020	POZ
10	14/09/2020	POZ
17	15/09/2020	POZ
7	16/09/2020	POZ
7	17/09/2020	POZ
2	18/09/2020	POZ
7	21/09/2020	POZ
5	22/09/2020	POZ
19	23/09/2020	POZ
18	24/09/2020	POZ
16	25/09/2020	POZ
15	29/09/2020	POZ
20	30/09/2020	POZ
5	01/10/2020	POZ
15	02/10/2020	POZ
24	05/10/2020	POZ
16	06/10/2020	POZ
24	07/10/2020	POZ
35	08/10/2020	POZ
33	09/10/2020	POZ
35	12/10/2020	POZ
48	13/10/2020	POZ
39	14/10/2020	POZ
37	15/10/2020	POZ
38	16/10/2020	POZ
47	19/10/2020	POZ
59	20/10/2020	POZ
63	21/10/2020	POZ
53	22/10/2020	POZ
20	23/10/2020	POZ
60	26/10/2020	POZ
53	27/10/2020	POZ
17	28/10/2020	POZ
62	29/10/2020	POZ
41	30/10/2020	POZ
1	01/11/2020	POZ
43	02/11/2020	POZ
35	03/11/2020	POZ
49	04/11/2020	POZ
58	05/11/2020	POZ
67	06/11/2020	POZ
38	09/11/2020	POZ
38	10/11/2020	POZ
39	11/11/2020	POZ
31	12/11/2020	POZ
25	13/11/2020	POZ
34	16/11/2020	POZ
33	18/11/2020	POZ
22	19/11/2020	POZ
23	20/11/2020	POZ
24	23/11/2020	POZ
16	24/11/2020	POZ
6	25/11/2020	POZ
13	26/11/2020	POZ
12	27/11/2020	POZ
8	30/11/2020	POZ
24	01/12/2020	POZ
10	02/12/2020	POZ
10	03/12/2020	POZ
11	04/12/2020	POZ
24	07/12/2020	POZ
18	08/12/2020	POZ
11	09/12/2020	POZ
12	10/12/2020	POZ
17	11/12/2020	POZ
26	14/12/2020	POZ
31	15/12/2020	POZ
28	16/12/2020	POZ
25	17/12/2020	POZ
31	18/12/2020	POZ
28	21/12/2020	POZ
31	22/12/2020	POZ
16	23/12/2020	POZ
33	28/12/2020	POZ
26	29/12/2020	POZ
