date  positive negative
22/4/2020	1	0
24/4/2020	0	3
27/4/2020	0	4
28/4/2020	0	2
4/5/2020	0	6
5/5/2020	1	3
25/5/2020	1	0
27/5/2020	1	0
5/5/2020	1	0
25/5/2020	1	0
27/5/2020	1	0
15/6/2020	1	0
17/6/2020	1	0
6/5/2020	0	1
6/8/2020	1	0
20/8/2020	1	0
24/8/2020	1	0
26/8/2020	1	0
28/8/2020	1	0
4/9/2020	1	0
7/5/2020	0	2
11/5/2020	0	4
12/5/2020	0	5
13/5/2020	0	2
15/5/2020	0	2
18/5/2020	0	3
19/5/2020	0	1
20/5/2020	0	1
25/5/2020	0	7
27/5/2020	0	1
28/5/2020	0	2
29/5/2020	0	8
4/5/2020	0	6
5/5/2020	0	3
6/5/2020	0	1
7/5/2020	0	2
11/5/2020	0	4
12/5/2020	0	5
13/5/2020	0	2
15/5/2020	0	2
18/5/2020	0	3
19/5/2020	0	1
20/5/2020	0	1
25/5/2020	0	7
27/5/2020	0	1
28/5/2020	0	2
29/5/2020	0	8
1/6/2020	0	2
3/6/2020	0	3
4/6/2020	0	6
5/6/2020	0	5
7/9/2020	2	0
10/9/2020	1	0
11/9/2020	4	0
14/9/2020	1	0
15/9/2020	1	0
16/9/2020	1	0
18/9/2020	2	0
21/9/2020	2	0
22/9/2020	2	0
23/9/2020	1	0
24/9/2020	5	0
25/9/2020	2	0
29/9/2020	9	0
30/9/2020	10	0
1/10/2020	3	0
2/10/2020	5	0
5/10/2020	3	0
6/10/2020	7	0
7/10/2020	9	0
8/10/2020	8	0
8/6/2020	0	2
9/10/2020	14	0
12/10/2020	16	0
13/10/2020	14	0
14/10/2020	12	0
15/10/2020	14	0
16/10/2020	14	0
19/10/2020	18	0
20/10/2020	16	0
21/10/2020	21	0
22/10/2020	23	0
23/10/2020	4	0
26/10/2020	19	0
27/10/2020	11	0
28/10/2020	2	0
29/10/2020	15	0
30/10/2020	5	0
2/11/2020	8	0
3/11/2020	15	0
4/11/2020	21	0
5/11/2020	17	0
6/11/2020	14	0
9/11/2020	15	0
10/11/2020	10	0
11/11/2020	10	0
12/11/2020	9	0
13/11/2020	11	0
16/11/2020	7	0
18/11/2020	12	0
19/11/2020	4	0
20/11/2020	8	0
23/11/2020	7	0
24/11/2020	6	0
25/11/2020	4	0
27/11/2020	4	0
30/11/2020	8	0
1/12/2020	8	0
2/12/2020	4	0
3/12/2020	4	0
4/12/2020	4	0
7/12/2020	11	0
8/12/2020	7	0
9/12/2020	3	0
10/12/2020	5	0
11/12/2020	6	0
14/12/2020	11	0
15/12/2020	9	0
16/12/2020	7	0
17/12/2020	7	0
18/12/2020	11	0
21/12/2020	6	0
22/12/2020	11	0
23/12/2020	2	0
28/12/2020	10	0
29/12/2020	9	0
9/6/2020	0	2
10/6/2020	0	3
11/6/2020	0	2
12/6/2020	0	3
15/6/2020	0	2
16/6/2020	0	1
19/6/2020	0	1
22/6/2020	0	4
24/6/2020	0	3
29/6/2020	0	2
2/7/2020	0	1
3/7/2020	0	1
10/7/2020	0	1
15/7/2020	0	1
17/7/2020	0	1
23/7/2020	0	3
24/7/2020	0	2
27/7/2020	0	7
28/7/2020	0	2
29/7/2020	0	2
31/7/2020	0	8
3/8/2020	0	9
5/8/2020	0	6
6/8/2020	0	2
7/8/2020	0	11
10/8/2020	0	5
11/8/2020	0	2
13/8/2020	0	2
14/8/2020	0	8
17/8/2020	0	3
18/8/2020	0	2
19/8/2020	0	4
20/8/2020	0	1
21/8/2020	0	8
24/8/2020	0	1
26/8/2020	0	5
27/8/2020	0	2
28/8/2020	0	6
31/8/2020	0	6
1/9/2020	0	1
2/9/2020	0	2
3/9/2020	0	3
4/9/2020	0	6
7/9/2020	0	10
8/9/2020	0	8
9/9/2020	0	11
10/9/2020	0	2
11/9/2020	0	8
14/9/2020	0	1
15/9/2020	0	9
16/9/2020	0	6
17/9/2020	0	12
18/9/2020	0	8
21/9/2020	0	10
22/9/2020	0	2
23/9/2020	0	5
24/9/2020	0	10
25/9/2020	0	8
29/9/2020	0	13
30/9/2020	0	20
1/10/2020	0	13
2/10/2020	0	7
5/10/2020	0	6
6/10/2020	0	19
7/10/2020	0	8
8/10/2020	0	28
9/10/2020	0	22
12/10/2020	0	21
13/10/2020	0	20
14/10/2020	0	25
15/10/2020	0	17
16/10/2020	0	21
19/10/2020	0	14
20/10/2020	0	26
21/10/2020	0	23
22/10/2020	0	22
23/10/2020	0	11
26/10/2020	0	32
27/10/2020	0	16
28/10/2020	0	5
29/10/2020	0	21
30/10/2020	0	35
2/11/2020	0	26
3/11/2020	0	20
4/11/2020	0	28
5/11/2020	0	26
6/11/2020	0	27
9/11/2020	0	25
10/11/2020	0	27
11/11/2020	0	19
12/11/2020	0	19
13/11/2020	0	8
16/11/2020	0	16
18/11/2020	0	17
19/11/2020	0	4
20/11/2020	0	12
23/11/2020	0	15
24/11/2020	0	12
25/11/2020	0	5
26/11/2020	0	11
27/11/2020	0	15
30/11/2020	0	9
1/12/2020	0	12
2/12/2020	0	9
3/12/2020	0	7
4/12/2020	0	12
7/12/2020	0	9
8/12/2020	0	10
9/12/2020	0	9
10/12/2020	0	8
11/12/2020	0	11
14/12/2020	0	9
15/12/2020	0	11
16/12/2020	0	8
17/12/2020	0	12
18/12/2020	0	14
21/12/2020	0	13
22/12/2020	0	8
23/12/2020	0	7
28/12/2020	0	14
29/12/2020	0	18
